strain	contrast	test_condition	ref_condition	orthofinder_orthogroup	OG_gene_symbol	logFC	logCPM	F	PValue	FDR	is_DEG	DEG_direction	member_gene_count_in_strain	n_member_genes_all_strains	n_member_strains	representative_prefixed_id	representative_gene_id	representative_strain	representative_name	representative_product	representative_Preferred_name	representative_selection_basis	representative_match_score	ko_terms	ko_names	pathway_ids	pathway_names	go_terms	cog_categories	cog_category_names	Halomonas_members	Psychrobacter_members	Aequorivita_members	Sphingopyxis_members	Halomonas_count	Psychrobacter_count	Aequorivita_count	Sphingopyxis_count	member_gene_symbols	member_products	representative_emapper_score	representative_kofam_score
Aequorivita	D55_vs_D0	D55	D0	OG0000072	fhuE	-1.49145058590322	11.0649694908	7.93112991571338	0.0128478708275568	0.0283138796623411	True	down	1	10	4	Sphingopyxis__gene0448	gene0448	Sphingopyxis	fhuE	TonB-dependent siderophore receptor		gene_name	1126.0	K02014;K16088;K16090	TC.FEV.OM;iron complex outermembrane recepter protein;TC.FEV.OM1;fhuE;fpvA;fptA;outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid;fiu;catecholate siderophore receptor				P;S	P: Inorganic ion transport and metabolism;S: Function unknown	Halomonas__gene0764;Halomonas__gene1381;Halomonas__gene1572	Psychrobacter__gene1448	Aequorivita__gene2469	Sphingopyxis__gene0448;Sphingopyxis__gene1728;Sphingopyxis__gene2790;Sphingopyxis__gene3135;Sphingopyxis__gene3282	3	1	1	5	fhuE;fiu	TonB-dependent siderophore receptor;MULTISPECIES: TonB-dependent siderophore receptor;catecholate siderophore receptor Fiu;alpha/beta hydrolase-fold protein	1126.0	831.1
Aequorivita	D55_vs_D0	D55	D0	OG0000090	gene2353	-1.50563289098399	9.04365811551663	27.9098882454133	8.65453667241093e-05	0.0004462052104054	True	down	9	9	1	Aequorivita__gene2353	gene2353	Aequorivita		hypothetical protein		best_matched_member_gene_id	386.0										Aequorivita__gene0292;Aequorivita__gene0883;Aequorivita__gene1748;Aequorivita__gene1927;Aequorivita__gene2194;Aequorivita__gene2319;Aequorivita__gene2353;Aequorivita__gene2670;Aequorivita__gene2984		0	0	9	0		hypothetical protein;MULTISPECIES: hypothetical protein	386.0	
Aequorivita	D55_vs_D0	D55	D0	OG0000116	mmcO	-1.29881135954886	9.01894306134059	24.5412130878515	0.0001641759934545	0.0007402630815977	True	down	2	8	4	Aequorivita__gene2051	gene2051	Aequorivita	mmcO	copper oxidase		gene_name	1384.0						Q	Q: Secondary metabolites biosynthesis;transport and catabolism	Halomonas__gene3229	Psychrobacter__gene1186;Psychrobacter__gene2143	Aequorivita__gene2051;Aequorivita__gene2701	Sphingopyxis__gene0581;Sphingopyxis__gene3201;Sphingopyxis__gene3395	1	2	2	3	mmcO	copper resistance system multicopper oxidase;MULTISPECIES: copper resistance system multicopper oxidase;copper oxidase	1384.0	424.0
Aequorivita	D55_vs_D0	D55	D0	OG0000139	vexE	-1.50971449073146	7.92981720664267	47.0894029144661	4.89066081065368e-06	4.23131529373016e-05	True	down	2	7	2	Aequorivita__gene1347	gene1347	Aequorivita	vexE	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit		gene_name	658.0	K03585;K18990	acrA;mexA;adeI;smeD;mtrC;cmeA;membrane fusion protein;multidrug efflux system;vexE	map01501;map01503	Cationic antimicrobial peptide (CAMP) resistance;beta-Lactam resistance		M	M: Cell wall/membrane/envelope biogenesis	Halomonas__gene1887;Halomonas__gene2322;Halomonas__gene2362;Halomonas__gene3172;Halomonas__gene3455		Aequorivita__gene0266;Aequorivita__gene1347		5	0	2	0	triB;mexJ;acrA;vexE	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit;efflux RND transporter periplasmic adaptor subunit;efflux transporter periplasmic adaptor subunit	658.0	329.2
Aequorivita	D55_vs_D0	D55	D0	OG0000142	copA	-1.3763843242797	7.11459326522787	12.7823378880474	0.0026929970611088	0.0075939265513028	True	down	1	7	4	Halomonas__gene3239	gene3239	Halomonas	copA	heavy metal translocating P-type ATPase		gene_name	1449.0	K01533;K17686;K19597	copA;ctpA;ATP7;P-type Cu+ transporter [EC:7.2.2.8];copB;P-type Cu2+ transporter [EC:7.2.2.9];golT;Au+-exporting ATPase [EC:3.6.1.-]	map01524;map04016;map04978	MAPK signaling pathway - plant;Mineral absorption;Platinum drug resistance		P	P: Inorganic ion transport and metabolism	Halomonas__gene1540;Halomonas__gene3239	Psychrobacter__gene1189	Aequorivita__gene2703	Sphingopyxis__gene0982;Sphingopyxis__gene3195;Sphingopyxis__gene3458	2	1	1	3	golT;copA	MULTISPECIES: heavy metal translocating P-type ATPase;heavy metal translocating P-type ATPase;copper-translocating P-type ATPase;MULTISPECIES: copper-translocating P-type ATPase;copper-transporting ATPase	1449.0	1126.3
Aequorivita	D55_vs_D0	D55	D0	OG0000144	slpA	1.20649274049502	5.90800085625094	30.4391078104324	5.53397958910313e-05	0.0003150111458412	True	up	1	7	4	Psychrobacter__gene1498	gene1498	Psychrobacter	slpA	MULTISPECIES: peptidylprolyl isomerase	fkpB	gene_name	320.0	K03775;K03774	slyD;FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8];slpA;FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]			GO:0000413;GO:0003674;GO:0003755;GO:0003824;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006457;GO:0006464;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016853;GO:0016859;GO:0018193;GO:0018208;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0044424;GO:0044444;GO:0044464;GO:0061077;GO:0071704;GO:0140096;GO:1901564;GO:0005488;GO:0005507;GO:0005515;GO:0006950;GO:0008270;GO:0009266;GO:0009408;GO:0009628;GO:0010467;GO:0016151;GO:0022417;GO:0031647;GO:0035821;GO:0042026;GO:0043167;GO:0043169;GO:0043963;GO:0044003;GO:0044068;GO:0044403;GO:0044419;GO:0044501;GO:0046872;GO:0046914;GO:0050821;GO:0050896;GO:0050897;GO:0051082;GO:0051604;GO:0051701;GO:0051704;GO:0051817;GO:0052027;GO:0052250;GO:0065007;GO:0065008	O;G	O: Posttranslational modification;protein turnover;chaperones;G: Carbohydrate transport and metabolism	Halomonas__gene0840;Halomonas__gene1063;Halomonas__gene2866	Psychrobacter__gene1498;Psychrobacter__gene1593	Aequorivita__gene0021	Sphingopyxis__gene2352	3	2	1	1	slyD;slpA;fkpA	MULTISPECIES: peptidylprolyl isomerase;FKBP-type peptidyl-prolyl cis-trans isomerase;peptidylprolyl isomerase	320.0	189.5
Aequorivita	D55_vs_D0	D55	D0	OG0000148	fepC	1.13343778330302	8.45297274609754	34.0605155267352	3.04372108797584e-05	0.0001867805428621	True	up	1	7	4	Halomonas__gene1561	gene1561	Halomonas	fepC	MULTISPECIES: ABC transporter ATP-binding protein		gene_name	505.0	K02013;K25283;K25285;K11710	ABC.FEV.A;iron complex transport system ATP-binding protein [EC:7.2.2.-];yclO;ceuC;iron-siderophore transport system permease protein;yclP;ceuD;iron-siderophore transport system ATP-binding protein [EC:7.2.2.-];troB;mntB;znuC;manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]	map02010	ABC transporters	GO:0000041;GO:0000166;GO:0003674;GO:0003824;GO:0005215;GO:0005385;GO:0005488;GO:0005524;GO:0005575;GO:0005623;GO:0005886;GO:0006810;GO:0006811;GO:0006812;GO:0006829;GO:0008144;GO:0008150;GO:0008324;GO:0015075;GO:0015318;GO:0015399;GO:0015405;GO:0015633;GO:0016020;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0022804;GO:0022857;GO:0022890;GO:0030001;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0034220;GO:0035639;GO:0036094;GO:0042623;GO:0042626;GO:0043167;GO:0043168;GO:0043492;GO:0044464;GO:0046873;GO:0046915;GO:0051179;GO:0051234;GO:0055085;GO:0070838;GO:0071577;GO:0071944;GO:0072509;GO:0072511;GO:0097159;GO:0097367;GO:0098655;GO:0098660;GO:0098662;GO:1901265;GO:1901363	P;HP	P: Inorganic ion transport and metabolism;H: Coenzyme transport and metabolism	Halomonas__gene0019;Halomonas__gene1561;Halomonas__gene2144	Psychrobacter__gene0295;Psychrobacter__gene2311	Aequorivita__gene1447	Sphingopyxis__gene0639	3	2	1	1	fepC;yclP;znuC;troB	MULTISPECIES: metal ABC transporter ATP-binding protein;MULTISPECIES: ABC transporter ATP-binding protein;ATP-binding cassette domain-containing protein;peptide transporter;ABC transporter ATP-binding protein	505.0	442.2
Aequorivita	D55_vs_D0	D55	D0	OG0000153	lexA	1.58032191697252	3.82677312628905	26.9399892686049	0.0001037075037321	0.0005177144432343	True	up	1	7	4	Halomonas__gene2252	gene2252	Halomonas	lexA	MULTISPECIES: transcriptional repressor LexA	lexA	gene_name	411.0	K01356;K03503	lexA;repressor LexA [EC:3.4.21.88];umuD;DNA polymerase V [EC:3.4.21.-]			GO:0003674;GO:0003676;GO:0003677;GO:0003824;GO:0004175;GO:0004252;GO:0005488;GO:0006139;GO:0006259;GO:0006260;GO:0006281;GO:0006351;GO:0006355;GO:0006508;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0007154;GO:0008150;GO:0008152;GO:0008233;GO:0008236;GO:0009058;GO:0009059;GO:0009432;GO:0009605;GO:0009889;GO:0009890;GO:0009892;GO:0009987;GO:0009991;GO:0010467;GO:0010468;GO:0010556;GO:0010558;GO:0010605;GO:0010629;GO:0016070;GO:0016787;GO:0017171;GO:0018130;GO:0019219;GO:0019222;GO:0019438;GO:0019538;GO:0031323;GO:0031324;GO:0031326;GO:0031327;GO:0031668;GO:0032774;GO:0033554;GO:0034641;GO:0034645;GO:0034654;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0045892;GO:0045934;GO:0046483;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0050896;GO:0051171;GO:0051172;GO:0051252;GO:0051253;GO:0051716;GO:0060255;GO:0065007;GO:0070011;GO:0071496;GO:0071704;GO:0080090;GO:0090304;GO:0097159;GO:0097659;GO:0140096;GO:1901360;GO:1901362;GO:1901363;GO:1901564;GO:1901576;GO:1902679;GO:1903506;GO:1903507;GO:2000112;GO:2000113;GO:2001141;GO:0000731;GO:0003697;GO:0003887;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0006301;GO:0008094;GO:0009355;GO:0016462;GO:0016740;GO:0016772;GO:0016779;GO:0016817;GO:0016818;GO:0016887;GO:0017111;GO:0019985;GO:0032991;GO:0034061;GO:0042575;GO:0042623;GO:0042802	K;KT	K: Transcription;T: Signal transduction mechanisms	Halomonas__gene2252;Halomonas__gene2406;Halomonas__gene2764	Psychrobacter__gene0456;Psychrobacter__gene1111	Aequorivita__gene0097	Sphingopyxis__gene2440	3	2	1	1	lexA;umuD	MULTISPECIES: transcriptional repressor LexA;MULTISPECIES: S24 family peptidase;MULTISPECIES: translesion error-prone DNA polymerase V autoproteolytic subunit;S24 family peptidase;transcriptional repressor LexA	411.0	236.9
Aequorivita	D55_vs_D0	D55	D0	OG0000156	gene0658	-2.31817123237828	11.1047776167352	197.742016513354	3.76080511521379e-10	7.88515472489824e-08	True	down	4	7	3	Aequorivita__gene0658	gene0658	Aequorivita		beta-Ig-H3/fasciclin		best_matched_member_gene_id	330.0						M	M: Cell wall/membrane/envelope biogenesis		Psychrobacter__gene2424;Psychrobacter__gene2426	Aequorivita__gene0228;Aequorivita__gene0657;Aequorivita__gene0658;Aequorivita__gene0869	Sphingopyxis__gene2765	0	2	4	1		beta-Ig-H3/fasciclin;fasciclin domain-containing protein;fasciclin;hypothetical protein	330.0	127.0
Aequorivita	D55_vs_D0	D55	D0	OG0000161	sdcS_2	-1.57051923249045	5.58609181118564	26.7183832368663	0.0001079859763395	0.0005348281820282	True	down	1	7	4	Psychrobacter__gene2045	gene2045	Psychrobacter		DASS family sodium-coupled anion symporter	sdcS_2	eggnog_Preferred_name	838.0	K14445	SLC13A2_3_5;solute carrier family 13 (sodium-dependent dicarboxylate transporter);member 2/3/5			GO:0003674;GO:0005215;GO:0005575;GO:0005623;GO:0005886;GO:0006810;GO:0006811;GO:0006812;GO:0006814;GO:0006820;GO:0008150;GO:0015672;GO:0016020;GO:0016021;GO:0030001;GO:0031224;GO:0034220;GO:0044425;GO:0044464;GO:0051179;GO:0051234;GO:0055085;GO:0071944;GO:0098656	P	P: Inorganic ion transport and metabolism	Halomonas__gene1046;Halomonas__gene1579;Halomonas__gene1589	Psychrobacter__gene2045	Aequorivita__gene1012	Sphingopyxis__gene1050;Sphingopyxis__gene1991	3	1	1	2		SLC13 family permease;DASS family sodium-coupled anion symporter	838.0	351.2
Aequorivita	D55_vs_D0	D55	D0	OG0000168	pspE	-1.07690639787472	8.57610717612446	108.634476405184	2.41909789326717e-08	9.2978054214703e-07	True	down	4	7	4	Psychrobacter__gene0502	gene0502	Psychrobacter	pspE	MULTISPECIES: rhodanese-like domain-containing protein		gene_name	275.0	K03972	pspE;thiosulfate sulfurtransferase [EC:2.8.1.1]	map00920;map01100	Metabolic pathways;Sulfur metabolism		P	P: Inorganic ion transport and metabolism	Halomonas__gene3051	Psychrobacter__gene0502	Aequorivita__gene1898;Aequorivita__gene2613;Aequorivita__gene2614;Aequorivita__gene2641	Sphingopyxis__gene3641	1	1	4	1	pspE;gloB	MULTISPECIES: rhodanese-like domain-containing protein;sulfurtransferase;hypothetical protein;rhodanese;rhodanese-like domain-containing protein	275.0	58.7
Aequorivita	D55_vs_D0	D55	D0	OG0000174	erpA	-1.79226879420936	6.76096828215996	81.2581861834311	1.65856514913185e-07	3.34812389831648e-06	True	down	1	7	4	Psychrobacter__gene1894	gene1894	Psychrobacter	erpA	MULTISPECIES: iron-sulfur cluster insertion protein ErpA	erpA	gene_name	244.0	K13628;K15724	iscA;iron-sulfur cluster assembly protein;erpA;iron-sulfur cluster insertion protein			GO:0003674;GO:0005198;GO:0005488;GO:0006807;GO:0008150;GO:0008152;GO:0010467;GO:0019538;GO:0043167;GO:0043169;GO:0043170;GO:0044238;GO:0046872;GO:0048037;GO:0051536;GO:0051540;GO:0051604;GO:0071704;GO:0097428;GO:1901564;GO:0005506;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006790;GO:0008198;GO:0009987;GO:0016043;GO:0016226;GO:0016530;GO:0022607;GO:0031163;GO:0034986;GO:0044085;GO:0044237;GO:0044424;GO:0044444;GO:0044464;GO:0046914;GO:0051186;GO:0051537;GO:0071840;GO:0140104;GO:0006091;GO:0009060;GO:0009061;GO:0015980;GO:0045333;GO:0051539;GO:0055114	S;C	S: Function unknown;C: Energy production and conversion	Halomonas__gene0376;Halomonas__gene2917	Psychrobacter__gene1066;Psychrobacter__gene1894	Aequorivita__gene2767	Sphingopyxis__gene1087;Sphingopyxis__gene3599	2	2	1	2	iscA;erpA	MULTISPECIES: iron-sulfur cluster assembly accessory protein;MULTISPECIES: iron-sulfur cluster insertion protein ErpA;MULTISPECIES: iron-sulfur cluster assembly protein IscA;iron-sulfur cluster assembly accessory protein;iron-sulfur cluster insertion protein ErpA	244.0	168.9
Aequorivita	D55_vs_D0	D55	D0	OG0000175	secDF	2.24322318709688	11.8567393799338	150.562181813434	2.5710516323499e-09	2.48798688730475e-07	True	up	1	7	4	Aequorivita__gene2952	gene2952	Aequorivita	secDF	protein translocase subunit SecDF	secD	gene_name	1687.0	K03072;K03074;K12257	secD;preprotein translocase subunit SecD;secF;preprotein translocase subunit SecF;secDF;SecD/SecF fusion protein	map03060;map03070;map02024	Bacterial secretion system;Protein export;Quorum sensing	GO:0003674;GO:0005215;GO:0005575;GO:0005622;GO:0005623;GO:0005886;GO:0005887;GO:0006810;GO:0006886;GO:0008104;GO:0008150;GO:0008320;GO:0008565;GO:0015031;GO:0015399;GO:0015405;GO:0015450;GO:0015833;GO:0016020;GO:0016021;GO:0022804;GO:0022857;GO:0022884;GO:0031224;GO:0031226;GO:0033036;GO:0034613;GO:0042886;GO:0042887;GO:0044425;GO:0044459;GO:0044464;GO:0045184;GO:0046907;GO:0051179;GO:0051234;GO:0051641;GO:0051649;GO:0055085;GO:0070727;GO:0071702;GO:0071705;GO:0071806;GO:0071944;GO:1904680	U	U: Intracellular trafficking;secretion;and vesicular transport	Halomonas__gene0369;Halomonas__gene0370	Psychrobacter__gene1302;Psychrobacter__gene1303	Aequorivita__gene2952	Sphingopyxis__gene3522;Sphingopyxis__gene3523	2	2	1	2	secD;secF;secDF	protein translocase subunit SecD;MULTISPECIES: protein translocase subunit SecF;protein translocase subunit SecDF;protein translocase subunit SecF	1687.0	857.6
Aequorivita	D55_vs_D0	D55	D0	OG0000177	degP	-1.03426532443659	11.8181751565826	56.488993913144	1.64385188189697e-06	1.86303213281656e-05	True	down	1	7	4	Psychrobacter__gene1767	gene1767	Psychrobacter	degP	peptidase Do family protein	mucD	gene_name	840.0	K04691;K04772;K04771	degQ;hhoA;serine protease DegQ [EC:3.4.21.-];hhoB;degS;serine protease DegS [EC:3.4.21.-];degP;htrA;serine protease Do [EC:3.4.21.107]	map01503;map02020	Cationic antimicrobial peptide (CAMP) resistance;Two-component system	GO:0003674;GO:0003824;GO:0004175;GO:0004252;GO:0005575;GO:0005623;GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0008233;GO:0008236;GO:0016787;GO:0017171;GO:0019538;GO:0030288;GO:0030313;GO:0031975;GO:0042597;GO:0043170;GO:0044238;GO:0044464;GO:0070011;GO:0071704;GO:0140096;GO:1901564;GO:0005488;GO:0005515;GO:0005886;GO:0005887;GO:0006950;GO:0009897;GO:0009986;GO:0009987;GO:0010033;GO:0016020;GO:0016021;GO:0031224;GO:0031226;GO:0031233;GO:0033554;GO:0035966;GO:0035967;GO:0042221;GO:0042802;GO:0044425;GO:0044459;GO:0050896;GO:0051716;GO:0051788;GO:0070887;GO:0071218;GO:0071310;GO:0071575;GO:0071944;GO:0098552	O;M	O: Posttranslational modification;protein turnover;chaperones;M: Cell wall/membrane/envelope biogenesis	Halomonas__gene1314;Halomonas__gene1928	Psychrobacter__gene0589;Psychrobacter__gene1310;Psychrobacter__gene1767	Aequorivita__gene3035	Sphingopyxis__gene0248	2	3	1	1	hhoB;degP	MULTISPECIES: Do family serine endopeptidase;MULTISPECIES: DegQ family serine endoprotease;MULTISPECIES: serine protease;serine protease;peptidase Do family protein;trypsin-like peptidase domain-containing protein	840.0	417.6
Aequorivita	D55_vs_D0	D55	D0	OG0000178	hemK	1.03683542961444	5.04653852337541	18.4542732641562	0.0006127389755335	0.0021652405371381	True	up	1	7	4	Psychrobacter__gene1364	gene1364	Psychrobacter	hemK	MULTISPECIES: peptide chain release factor N(5)-glutamine methyltransferase	prmC	gene_name	436.0	K02493;K13623	hemK;prmC;HEMK;release factor glutamine methyltransferase [EC:2.1.1.297];btaB;S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	map00564	Glycerophospholipid metabolism	GO:0003674;GO:0003676;GO:0003824;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006412;GO:0006415;GO:0006464;GO:0006479;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0008168;GO:0008170;GO:0008213;GO:0008276;GO:0008757;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0010468;GO:0016043;GO:0016740;GO:0016741;GO:0018364;GO:0019222;GO:0019538;GO:0022411;GO:0032259;GO:0032984;GO:0034641;GO:0034645;GO:0036009;GO:0036211;GO:0043043;GO:0043170;GO:0043412;GO:0043414;GO:0043603;GO:0043604;GO:0043624;GO:0043933;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0050789;GO:0060255;GO:0065007;GO:0071704;GO:0071840;GO:0097159;GO:0102559;GO:0140096;GO:1901363;GO:1901564;GO:1901566;GO:1901576	J;Q	J: Translation;ribosomal structure and biogenesis;Q: Secondary metabolites biosynthesis;transport and catabolism	Halomonas__gene2374	Psychrobacter__gene1364	Aequorivita__gene3050	Sphingopyxis__gene0058;Sphingopyxis__gene0972;Sphingopyxis__gene2190;Sphingopyxis__gene3220	1	1	1	4	hemK;btaB;cysK	MULTISPECIES: peptide chain release factor N(5)-glutamine methyltransferase;protein-(glutamine-N5) methyltransferase;release factor-specific;release factor glutamine methyltransferase;class I SAM-dependent methyltransferase	436.0	273.9
Aequorivita	D55_vs_D0	D55	D0	OG0000207	uspE	-2.08137873972585	6.17037606818946	15.3794769790752	0.0013172612177153	0.004163604552477	True	down	1	6	3	Halomonas__gene0976	gene0976	Halomonas	uspE	MULTISPECIES: universal stress protein		gene_name	486.0	K06149	uspA;universal stress protein A			GO:0000166;GO:0003674;GO:0005488;GO:0005524;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006950;GO:0008144;GO:0008150;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0044424;GO:0044464;GO:0050896;GO:0097159;GO:0097367;GO:1901265;GO:1901363	T	T: Signal transduction mechanisms	Halomonas__gene0969;Halomonas__gene0976;Halomonas__gene2720	Psychrobacter__gene0057;Psychrobacter__gene0058	Aequorivita__gene2068		3	2	1	0	uspE;uspA;uspF	MULTISPECIES: universal stress protein;universal stress protein	486.0	127.9
Aequorivita	D55_vs_D0	D55	D0	OG0000220	dps	-1.16350944567668	8.7806362560884	84.0615670143299	1.32936065997188e-07	3.14978150572171e-06	True	down	1	6	4	Psychrobacter__gene0355	gene0355	Psychrobacter	dps	MULTISPECIES: Dps family protein	dps	gene_name	311.0	K04047	dps;starvation-inducible DNA-binding protein			GO:0003674;GO:0003824;GO:0005488;GO:0005506;GO:0005575;GO:0005623;GO:0006873;GO:0006875;GO:0006879;GO:0006950;GO:0008150;GO:0008152;GO:0008199;GO:0009987;GO:0016491;GO:0016722;GO:0019725;GO:0030003;GO:0042592;GO:0043167;GO:0043169;GO:0046872;GO:0046914;GO:0046916;GO:0048878;GO:0050801;GO:0050896;GO:0055065;GO:0055072;GO:0055076;GO:0055080;GO:0055082;GO:0055114;GO:0065007;GO:0065008;GO:0098771;GO:0003676;GO:0003677;GO:0005515;GO:0005622;GO:0005737;GO:0006323;GO:0006996;GO:0009289;GO:0009295;GO:0009605;GO:0009991;GO:0016043;GO:0030261;GO:0031667;GO:0042594;GO:0042802;GO:0042995;GO:0044424;GO:0044464;GO:0051276;GO:0071103;GO:0071840;GO:0097159;GO:1901363	P	P: Inorganic ion transport and metabolism	Halomonas__gene1154	Psychrobacter__gene0355;Psychrobacter__gene0556	Aequorivita__gene0051	Sphingopyxis__gene0717;Sphingopyxis__gene3819	1	2	1	2	dps	MULTISPECIES: Dps family protein;MULTISPECIES: DNA starvation/stationary phase protection protein Dps;DNA starvation/stationary phase protection protein	311.0	154.7
Aequorivita	D55_vs_D0	D55	D0	OG0000224	parB	1.15550424021813	8.85157794735863	122.023157864217	1.09820104454146e-08	4.60512304677721e-07	True	up	3	6	4	Aequorivita__gene2108	gene2108	Aequorivita	parB	partitioning protein		gene_name	1045.0	K03497	parB;spo0J;ParB family transcriptional regulator;chromosome partitioning protein			GO:0003674;GO:0003676;GO:0003677;GO:0005488;GO:0007059;GO:0008150;GO:0009987;GO:0097159;GO:1901363	K	K: Transcription	Halomonas__gene2910	Psychrobacter__gene1252	Aequorivita__gene0319;Aequorivita__gene0795;Aequorivita__gene2108	Sphingopyxis__gene1565	1	1	3	1	parB	ParB/RepB/Spo0J family partition protein;chromosome partitioning protein ParB;partitioning protein	1045.0	201.4
Aequorivita	D55_vs_D0	D55	D0	OG0000227	dnaJ	-2.49021830778373	11.9371637138708	154.303619843593	2.1660610216690303e-09	2.47718615023603e-07	True	down	2	6	4	Psychrobacter__gene1905	gene1905	Psychrobacter	dnaJ	molecular chaperone DnaJ	dnaJ	gene_name	690.0	K03686;K05516	dnaJ;molecular chaperone DnaJ;cbpA;curved DNA-binding protein			GO:0000166;GO:0003674;GO:0005488;GO:0005515;GO:0005524;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006139;GO:0006259;GO:0006260;GO:0006457;GO:0006725;GO:0006807;GO:0006950;GO:0008144;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009266;GO:0009408;GO:0009628;GO:0009987;GO:0017076;GO:0030554;GO:0031072;GO:0032553;GO:0032555;GO:0032559;GO:0034641;GO:0034645;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0043169;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044424;GO:0044464;GO:0046483;GO:0046872;GO:0050896;GO:0051082;GO:0071704;GO:0090304;GO:0097159;GO:0097367;GO:1901265;GO:1901360;GO:1901363;GO:1901576	O	O: Posttranslational modification;protein turnover;chaperones	Halomonas__gene2564	Psychrobacter__gene1905	Aequorivita__gene0495;Aequorivita__gene0967	Sphingopyxis__gene0034;Sphingopyxis__gene1055	1	1	2	2	dnaJ;cbpA	MULTISPECIES: molecular chaperone DnaJ;molecular chaperone DnaJ;DnaJ C-terminal domain-containing protein	690.0	532.7
Aequorivita	D55_vs_D0	D55	D0	OG0000228	msrA	-1.61802890336545	8.64473436434989	73.004017684846	3.30738331851366e-07	5.77873363151414e-06	True	down	2	6	4	Aequorivita__gene0583	gene0583	Aequorivita	msrA	peptide-methionine (S)-S-oxide reductase	msrA1	gene_name	378.0	K07304	msrA;peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]			GO:0003674;GO:0003824;GO:0008113;GO:0008150;GO:0008152;GO:0016491;GO:0016667;GO:0016671;GO:0055114	O	O: Posttranslational modification;protein turnover;chaperones	Halomonas__gene0153	Psychrobacter__gene2602	Aequorivita__gene0583;Aequorivita__gene1029	Sphingopyxis__gene0420;Sphingopyxis__gene0918	1	1	2	2	msrA	MULTISPECIES: peptide-methionine (S)-S-oxide reductase MsrA;peptide-methionine (S)-S-oxide reductase;peptide-methionine (S)-S-oxide reductase MsrA	378.0	208.1
